RESPID,INTERVIEW_START_W157,INTERVIEW_END_W157,DEVICE_TYPE_W157,SVYMODE_W157,LANG_W157,X_AGECAT_W157,X_EDUCCAT2_W157,EMPLSIT_W157,JOBNUM_W157,PAYTYPE_W157,JOBTYPEMOD_W157,INDUSTRYCOMBO_W157,LOOKLKLY_W157,JOBSEC_W157,FINDJOB_W157,JOBDUTYMOD_a_W157,JOBDUTYMOD_b_W157,JOBDUTYMOD_c_W157,JOBDUTYMOD_d_W157,NUMEMP_W157,JOBSAT_W157,WORKSATIS_a_W157,WORKSATIS_b_W157,WORKSATIS_c_W157,WORKSATIS_d_W157,WORKSATIS_e_W157,WORKSATIS_f_W157,WORKSATIS_g_W157,WORKSATIS_h_W157,WORKSATIS_i_W157,WORKSATIS_j_W157,WORKSATIS_k_W157,PAYRS_a_W157,PAYRS_b_W157,PAYRS_c_W157,PAYRS_d_W157,PAYRS_e_W157,JOBCAREER_W157,WRKRS_W157,JOBDO_W157,JOBRESP1_W157,JOBRESP2_a_W157,JOBRESP2_b_W157,JOBRESP2_c_W157,WFHOPTION_W157,WFHPAST_W157,WFHCURR_W157,WFHDAYOPT_W157,WFHPOSTCVDMOD_W157,WFHSTAYJOB_W157,WFHIMPACT_a_W157,WFHIMPACT_b_W157,WFHIMPACT_c_W157,WFHIMPACT_d_W157,WFHIMPACT_e_W157,WFHIMPACT_f_W157,REMOTECALLS1_W157,REMOTECALLS4_W157,TRACKKNOW_a_W157,TRACKKNOW_b_W157,TRACKKNOW_c_W157,TRACKKNOW_d_W157,TRACKKNOW_e_W157,TRACKKNOW_f_W157,TRACKVIEW_W157,COVIDMEASURE_W157,TRAINNEED_W157,TRAINWAY1_W157,TRAINWAY2_W157,TRAINWAY3_W157,TRAINWAY4_W157,TRAINWAY5_W157,GOTTRAIN_W157,TRAINRS_a_W157,TRAINRS_b_W157,TRAINRS_c_W157,TRAINRS_d_W157,TRAINRS_e_W157,TRAINRS_f_W157,AIWRKTRAIN_W157,NOTRAINRS_a_W157,NOTRAINRS_b_W157,NOTRAINRS_c_W157,NOTRAINRS_d_W157,NOTRAINRS_e_W157,SKILLIMP_a_W157,SKILLIMP_b_W157,SKILLIMP_c_W157,SKILLIMP_d_W157,SKILLIMP_e_W157,SKILLIMP_f_W157,SKILLIMP_g_W157,SKILLIMP_h_W157,SKILLIMP_i_W157,AIWRKHEARD_W157,AIWRKFEEL_a_W157,AIWRKFEEL_b_W157,AIWRKFEEL_c_W157,AIWRKFEEL_d_W157,AIWRKDONE1_W157,AIWRKDONE2_W157,AIWRKOPPO_W157,CHATWRKHRD_W157,CHATWRK_W157,CHATWRKUSE_a_W157,CHATWRKUSE_b_W157,CHATWRKUSE_c_W157,CHATWRKUSE_d_W157,CHATWRKUSE_e_W157,CHATWRKUSE_f_W157,CHATWRKUSE_g_W157,CHATWRKIMP_a_W157,CHATWRKIMP_b_W157,NOCHATUSE_a_W157,NOCHATUSE_b_W157,NOCHATUSE_c_W157,NOCHATUSE_d_W157,CHATWRKPLC_W157,WRKDEI_W157,DIVEFFORT_W157,F_METRO,F_CREGION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTENDPER,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSTR_FINAL,F_PARTYLNCLOSE_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W157
15700034,08-Oct-2024 15:35:24,08-Oct-2024 15:42:27,1,1,9,3,6,1,1,1,1,11,5,3,4,2,2,1,1,6,3,4,3,4,3,2,1,3,3,2,2,2,,,,,,3,,3,3,1,1,1,2,3,,,3,,,,,,,,1,1,2,2,2,3,1,3,3,1,2,,,,,4,2,,,,,,,,1,3,1,1,3,1,1,2,3,2,1,3,1,1,2,1,1,2,2,5,3,1,2,5,,,,,,,,,,1,3,3,1,3,2,1,1,1,2,3,2,1,6,2,,4,1,1,4,5,4,2,4,4,2,,1,,2,3,1,9,3,2,2,3,1.1854161959350624
15700035,08-Oct-2024 14:38:16,08-Oct-2024 14:42:39,3,1,9,1,4,2,1,2,1,4,4,2,4,1,2,1,2,1,2,4,3,4,4,2,2,3,2,4,2,4,,,,,,3,,3,4,2,2,2,2,6,,,3,,,,,,,,4,,1,1,1,1,5,3,3,3,1,,,,,,2,,,,,,,,3,3,3,3,1,2,2,3,3,3,2,3,3,2,2,1,2,1,1,5,4,2,1,5,,,,,,,,,,3,1,1,3,3,1,3,1,4,1,1,3,2,4,2,,1,1,1,1,6,9,,3,6,2,,1,,2,4,2,4,5,1,2,2,1.8041823857437556
15700036,08-Oct-2024 15:18:38,08-Oct-2024 15:32:24,3,1,9,3,6,1,2,1,3,9,4,2,4,2,2,1,1,6,3,2,3,3,2,2,2,3,3,3,2,2,,,,,,1,,2,2,1,2,2,1,3,2,1,1,3,3,2,4,2,3,3,1,1,3,3,1,3,1,6,3,3,1,,,,,,1,1,1,2,3,1,1,1,,,,,,1,1,3,3,2,1,2,3,1,2,1,2,1,1,4,3,2,2,2,1,1,2,1,2,2,2,3,1,,,,,3,1,3,1,3,2,3,1,1,6,2,,1,1,1,1,1,12,,3,5,2,,2,,2,4,1,9,4,2,2,3,0.775964740009496
15700037,10-Oct-2024 16:55:05,10-Oct-2024 17:11:31,3,1,9,1,6,1,1,1,3,5,1,1,4,2,2,1,1,6,1,1,2,3,1,2,1,2,2,1,1,1,,,,,,2,,3,3,1,1,1,1,4,5,2,5,,2,1,1,1,3,2,2,1,2,2,2,2,2,6,3,2,1,,,,,,1,1,3,1,3,1,1,2,,,,,,5,5,5,5,5,5,5,5,5,1,2,2,1,2,4,4,3,1,5,,,,,,,,,,3,1,2,3,3,2,1,1,2,2,1,1,1,6,2,,1,1,1,1,1,1,1,1,1,3,1,,4,1,1,1,5,2,2,1,2,1.3222772628125983
15700038,10-Oct-2024 23:26:44,10-Oct-2024 23:35:25,3,1,9,1,5,1,1,1,1,6,2,1,3,2,1,1,1,6,2,4,4,3,2,2,3,3,3,6,1,1,3,1,1,3,1,1,,2,4,1,1,1,1,5,1,,2,4,3,1,4,99,3,3,1,2,2,1,1,2,1,2,3,,1,,,,,,2,,,,,,,,1,3,3,2,2,1,1,4,4,4,3,2,2,1,1,2,2,1,2,5,3,2,2,3,1,1,2,2,1,2,2,2,2,,,,,1,1,3,1,4,1,1,3,1,5,2,,4,3,5,4,6,10,,3,6,2,,2,,2,4,1,7,5,1,2,2,1.5697973492212671
15700039,07-Oct-2024 17:34:35,07-Oct-2024 17:50:39,3,2,9,2,3,1,1,2,1,3,4,3,2,1,2,2,2,6,2,3,3,3,3,2,4,3,3,2,5,5,,,,,,1,,3,2,2,2,8,2,5,,,1,,,,,,,,4,,1,2,1,2,3,2,3,2,1,,,,,,1,3,3,3,3,3,3,2,,,,,,2,3,2,2,2,3,2,4,2,3,,,,,,,,3,,,,,,,,,,,,,,,,3,4,2,2,1,2,1,2,3,2,,1,1,1,1,6,9,,3,6,1,,2,,1,2,1,3,3,2,1,2,0.9319714339951978
15700040,09-Oct-2024 07:46:20,09-Oct-2024 07:53:02,3,1,9,2,6,1,2,3,4,1,2,5,4,1,2,1,1,1,2,,,,,,,,,,,,,,,,,1,,3,3,6,7,2,2,5,,,2,,,,,,,,4,,,,,,,,,,99,,,,,,2,,,,,,,,1,1,3,3,3,1,1,2,2,2,1,2,3,2,2,2,2,1,99,5,4,2,2,5,,,,,,,,,,3,3,3,,,1,,1,1,1,2,2,1,6,2,,1,1,1,1,6,11,,4,6,3,2,,2,2,4,1,2,4,2,2,2,1.1531346934504145
15700041,08-Oct-2024 16:52:30,08-Oct-2024 17:03:03,1,1,9,3,3,2,1,1,1,3,4,3,4,2,1,1,1,4,3,3,3,3,3,3,2,3,3,2,2,3,,,,,,1,,3,4,2,3,2,1,2,2,2,2,4,3,1,3,1,3,3,1,1,2,2,2,2,2,2,3,2,1,,,,,,2,,,,,,,,3,3,3,3,2,2,3,4,3,3,3,3,3,2,2,1,1,1,1,5,3,3,2,4,2,1,2,2,2,2,2,3,3,,,,,3,2,3,1,2,3,3,1,2,3,2,,1,1,1,1,1,2,2,2,4,3,1,,3,1,2,1,9,3,2,1,3,0.5987132895328316
15700042,08-Oct-2024 17:02:14,08-Oct-2024 17:10:56,1,1,9,2,5,1,1,1,1,6,5,2,2,2,2,2,1,4,2,2,2,2,2,1,1,2,2,2,1,1,,,,,,1,,2,3,1,1,8,1,5,3,1,2,1,3,1,4,2,3,4,4,,2,2,2,2,1,2,3,3,1,,,,,,2,,,,,,,,1,2,3,3,1,2,2,3,2,3,1,3,4,2,2,2,2,1,2,5,3,2,2,5,,,,,,,,,,3,1,1,3,3,3,3,1,2,2,2,1,1,5,2,,1,1,1,1,6,1,2,1,2,1,,1,,1,1,3,4,2,1,2,2,0.9477752504630574
15700043,10-Oct-2024 13:09:49,10-Oct-2024 13:18:11,1,1,9,2,6,1,1,2,1,11,4,3,4,2,1,2,2,6,2,2,2,3,3,2,2,2,3,6,1,1,,,,,,3,,2,2,2,2,8,1,2,1,,1,5,3,1,4,1,3,4,1,1,2,2,2,2,1,6,3,,1,,,,,,1,2,3,3,2,3,3,1,,,,,,2,1,3,4,3,2,3,3,1,1,2,2,1,1,3,3,3,1,2,1,2,2,1,2,2,2,3,4,,,,,1,1,3,1,3,1,2,2,1,6,2,,1,1,1,1,6,5,,4,5,2,,1,,2,4,1,7,4,1,1,2,0.1992558171134416
15700044,08-Oct-2024 14:36:17,08-Oct-2024 14:43:32,1,1,9,2,6,1,1,2,1,2,5,1,5,2,2,1,2,6,2,1,3,3,2,2,1,2,2,3,1,4,,,,,,1,,3,3,1,2,2,2,5,,,3,,,,,,,,3,,2,2,2,1,1,2,3,3,2,,,,,3,1,1,2,2,2,1,3,2,,,,,,2,1,3,3,3,1,2,3,1,2,1,2,2,2,5,3,3,2,5,,,,,,,,,,2,3,1,3,3,2,3,1,4,2,2,2,1,6,2,,1,4,4,1,1,10,,3,6,3,1,,3,1,2,1,9,3,1,2,2,1.0654710938930037
15700045,09-Oct-2024 10:37:31,09-Oct-2024 10:48:32,1,1,9,3,3,1,1,1,1,9,5,2,3,2,1,1,1,1,2,4,2,2,3,2,2,2,2,5,3,5,,,,,,1,,2,4,2,2,3,1,5,4,2,3,,3,3,2,3,1,1,2,1,1,1,1,2,1,1,3,3,2,,4,,,,2,,,,,,,,3,3,2,3,3,2,2,3,3,3,2,2,3,1,2,2,1,1,1,5,2,1,2,5,,,,,,,,,,3,1,3,3,3,2,3,2,4,3,3,1,2,3,2,,1,99,99,1,1,1,1,1,1,1,,1,,1,1,1,7,2,1,1,2,0.28343021761791376
15700046,08-Oct-2024 18:38:52,08-Oct-2024 18:48:14,1,1,9,2,5,1,1,2,1,9,3,4,4,2,2,2,2,6,3,4,2,3,3,2,3,4,3,6,4,2,,,,,,1,,2,2,2,2,8,1,3,1,,2,3,3,2,3,2,3,4,4,,3,3,3,3,3,3,3,,2,,,,3,,1,1,3,3,3,2,2,2,,,,,,2,2,3,3,3,3,3,3,2,2,2,2,1,1,5,3,3,2,5,,,,,,,,,,2,3,1,3,3,1,3,1,2,2,2,2,1,5,2,,1,1,1,1,6,10,,3,6,4,2,,3,2,3,1,9,3,1,1,3,0.3611535655661486
15700047,09-Oct-2024 01:04:31,09-Oct-2024 01:14:56,1,1,9,2,3,1,1,2,1,3,5,1,4,1,1,2,2,4,2,2,3,3,2,3,2,3,2,2,3,4,,,,,,3,,3,1,2,2,8,2,5,,,3,,,,,,,,4,,1,2,2,4,5,3,3,3,1,,,,,,1,2,1,1,2,3,3,2,,,,,,2,3,2,1,3,2,3,5,1,3,,,,,,,,2,5,,,,,,,,,,3,1,1,3,3,1,3,2,1,2,2,1,2,3,2,,1,1,1,1,6,10,,3,6,3,2,,3,2,4,1,3,4,2,2,2,0.9902491511712513
15700048,08-Oct-2024 17:07:45,08-Oct-2024 17:19:56,3,1,9,4,3,2,1,3,4,11,5,1,5,2,2,2,2,1,1,,,,,,,,,,,,,,,,,1,3,2,4,6,7,8,2,5,,,6,,,,,,,,4,,,,,,,,,,1,,,,,,2,,,,,,,,3,3,3,3,3,3,3,99,3,3,3,3,3,99,3,,,,,,,,3,,,,,,,,,,,,,,,,2,,1,4,2,4,99,2,3,2,,1,1,1,1,1,1,2,1,6,3,1,,3,1,1,1,9,2,2,2,3,0.9292766097534455
15700049,09-Oct-2024 17:52:07,09-Oct-2024 17:58:29,1,1,9,2,4,1,2,3,4,4,5,2,3,2,2,1,2,1,3,,,,,,,,,,,,,,,,,3,,3,2,2,1,3,2,5,,,1,,,,,,,,4,,,,,,,,,,1,,,,,,2,,,,,,,,3,3,3,2,1,1,1,3,1,1,1,3,3,1,1,2,2,1,1,5,5,3,3,,,,,,,,,,,,,,,,1,,1,4,2,2,2,2,4,2,,1,4,4,1,2,12,,3,6,3,2,,4,2,3,3,6,3,1,2,2,0.6560535100695055
15700050,08-Oct-2024 15:25:10,08-Oct-2024 15:32:54,3,1,9,4,3,2,1,2,1,4,5,3,2,1,2,1,2,5,3,4,3,3,3,3,3,4,3,2,3,3,,,,,,3,2,2,3,2,2,3,2,5,,,4,,,,,,,,4,,2,2,2,2,2,2,2,2,1,,,,,,2,,,,,,,,3,3,3,3,2,2,2,3,3,2,3,3,4,2,2,2,2,2,2,5,5,4,3,,,,,,,,,,,,,,,,2,1,1,2,3,4,1,2,3,2,,1,1,1,1,1,12,,3,5,1,,2,,1,1,1,5,2,2,2,2,0.6543427697610443
15700051,08-Oct-2024 15:21:04,08-Oct-2024 15:29:28,1,1,9,2,6,1,1,4,1,2,4,2,4,1,1,1,2,1,3,4,3,4,2,2,2,3,3,1,2,5,,,,,,2,,3,3,2,2,2,2,5,,,2,,,,,,,,2,1,1,1,1,2,2,2,3,1,2,,,,,4,1,1,3,1,3,1,3,1,,,,,,1,1,2,3,4,2,2,3,2,2,2,1,1,2,5,3,2,1,4,2,1,2,2,2,2,2,2,3,,,,,3,1,3,1,4,1,2,1,1,6,1,1,1,4,3,1,2,10,,3,5,2,,1,,2,3,1,9,3,1,1,3,0.33772296003018837
15700052,10-Oct-2024 19:14:14,10-Oct-2024 19:28:50,1,1,9,2,6,1,1,1,3,5,2,4,3,2,1,1,1,6,3,2,4,5,1,3,5,5,2,1,1,2,2,3,2,3,1,2,,3,4,4,2,2,2,5,,,2,,,,,,,,2,2,2,2,2,2,2,2,3,3,1,,,,,,1,1,3,3,3,3,2,1,,,,,,2,3,4,5,4,1,4,3,3,2,2,2,1,1,3,2,2,2,3,1,1,2,2,2,2,2,2,2,,,,,3,1,3,1,3,2,2,2,1,6,2,,1,1,1,1,1,9,,3,6,4,2,,4,2,3,1,9,3,2,2,2,1.0473781318078172
15700053,13-Oct-2024 09:12:20,13-Oct-2024 09:24:26,1,1,9,3,5,1,1,2,1,2,5,5,5,2,2,2,1,6,5,3,3,4,4,2,3,3,5,6,4,4,,,,,,3,,2,2,3,1,3,1,1,1,,1,2,3,4,4,3,3,2,1,1,1,1,1,1,1,1,1,,2,,,,2,,2,,,,,,,,1,3,3,3,1,1,1,1,1,3,1,1,1,1,2,2,2,1,2,6,,2,1,5,,,,,,,,,,3,3,1,1,2,3,1,1,1,2,3,2,1,5,2,,1,1,1,1,1,2,2,2,4,1,,1,,1,2,1,9,3,2,1,3,0.5193968948124065
15700054,08-Oct-2024 16:19:47,08-Oct-2024 16:25:22,1,1,9,2,6,1,1,4,4,2,2,4,4,1,2,1,1,1,3,,,,,,,,,,,,,,,,,1,,3,4,6,7,2,2,6,,,5,,,,,,,,4,,,,,,,,,,2,,,,,4,1,1,3,3,3,1,3,2,,,,,,2,1,3,4,2,4,4,3,2,2,2,2,1,1,5,4,3,2,5,,,,,,,,,,2,1,3,,,2,,2,2,3,2,2,1,6,2,,1,1,1,1,2,1,2,1,6,1,,2,,1,1,3,6,2,2,2,2,1.1914560474597788
15700055,08-Oct-2024 18:07:50,08-Oct-2024 18:17:29,1,1,9,2,3,1,1,2,3,8,5,1,2,1,1,1,1,1,2,1,3,3,2,3,1,1,2,2,2,3,,,,,,1,,3,1,1,2,3,2,5,,,5,,,,,,,,2,1,1,1,1,1,3,3,3,2,1,,,,,,1,1,3,3,3,2,3,2,,,,,,1,1,2,1,2,1,3,3,1,1,1,1,2,2,5,4,2,2,5,,,,,,,,,,3,1,2,3,3,2,3,1,4,2,2,1,2,3,2,,1,1,1,1,1,1,1,1,2,1,,1,,1,1,1,9,1,2,1,2,0.8241514168776392
15700056,08-Oct-2024 16:17:58,08-Oct-2024 16:23:07,1,1,9,2,2,1,1,2,1,3,5,2,2,1,1,1,1,5,3,1,3,3,3,2,2,3,3,3,2,3,,,,,,1,,3,3,2,2,2,2,4,,,5,,,,,,,,2,1,1,2,2,1,1,2,3,3,1,,,,,,2,,,,,,,,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,2,5,,,,,,,,,,3,3,3,3,3,3,3,1,2,3,2,2,3,2,2,,1,1,1,1,1,1,1,1,4,1,,1,,1,1,3,8,2,1,2,2,1.3315140254662106
15700057,13-Oct-2024 21:43:12,13-Oct-2024 21:50:42,1,1,9,2,4,1,1,4,4,3,5,2,2,1,1,1,1,1,3,,,,,,,,,,,,,,,,,1,,3,4,6,2,3,2,5,,,4,,,,,,,,4,,,,,,,,,,1,,,,,,2,,,,,,,,2,3,3,2,3,3,2,3,2,3,3,3,4,2,2,2,2,1,1,5,4,2,3,,,,,,,,,,,,,,,,2,,2,2,3,2,1,2,4,2,,1,1,1,1,1,1,99,1,2,1,,2,,1,1,1,99,1,2,2,99,2.175251747139761
15700058,08-Oct-2024 16:13:51,08-Oct-2024 16:22:36,3,1,9,3,6,1,1,1,1,6,5,1,3,2,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,,,,,,1,,3,3,2,2,2,1,3,3,1,3,1,3,4,4,2,3,4,2,1,2,2,2,2,2,2,3,3,1,,,,,,1,2,3,3,1,2,3,2,,,,,,2,2,3,3,4,1,4,3,2,2,2,2,2,2,4,3,3,2,4,2,2,2,2,1,2,2,3,3,,,,,3,1,2,1,3,2,3,2,1,6,2,,1,1,1,1,6,1,1,1,1,3,2,,3,2,3,1,9,3,1,1,2,0.37475339578736944
15700059,08-Oct-2024 21:56:55,08-Oct-2024 22:18:12,1,1,9,1,5,1,1,1,1,8,5,2,3,2,2,2,2,6,3,2,2,4,3,1,2,3,3,3,1,2,,,,,,1,,2,1,1,1,1,1,5,3,1,2,3,3,1,4,2,3,4,1,1,3,2,1,2,3,2,3,1,1,,,,,,1,2,2,3,3,3,3,2,,,,,,2,2,3,3,3,3,4,3,2,3,,,,,,,,3,,,,,,,,,,,,,,,,1,3,1,4,2,1,2,1,5,2,,1,1,1,1,6,9,,3,6,2,,2,,2,4,1,8,4,1,2,2,1.067984081316118
15700060,08-Oct-2024 15:05:14,08-Oct-2024 15:13:54,1,1,9,1,5,1,1,1,1,9,5,3,4,2,2,1,1,6,2,2,1,3,3,2,1,2,2,1,2,4,,,,,,1,,3,1,1,1,1,1,6,5,1,3,,3,4,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,2,3,3,1,2,3,1,,,,,,1,1,1,3,5,1,1,5,1,2,1,1,1,1,5,3,1,2,4,2,2,1,2,1,1,2,1,4,,,,,1,1,2,1,2,2,1,3,1,5,2,,1,1,1,1,6,10,,3,6,4,2,,4,2,4,1,9,5,1,1,2,0.3891868999588995
15700061,08-Oct-2024 16:02:51,08-Oct-2024 16:09:57,1,1,9,2,5,1,1,1,1,4,2,3,4,2,1,2,2,1,3,5,3,4,3,2,4,4,3,6,2,1,,,,,,2,,3,3,3,3,8,1,4,1,,1,4,3,1,4,2,3,4,1,1,2,2,2,1,1,3,3,,1,,,,,,1,1,2,2,1,2,2,2,,,,,,2,1,3,3,4,1,3,2,1,1,1,2,1,1,3,2,2,1,1,1,1,2,1,1,1,1,2,3,,,,,1,1,2,1,3,1,2,2,1,5,2,,4,1,1,4,6,12,,3,6,2,,1,,2,4,1,5,5,1,2,2,0.8051609539701275
15700062,12-Oct-2024 15:04:59,12-Oct-2024 15:14:02,1,1,9,2,6,1,2,1,3,5,5,1,4,2,2,2,1,5,2,3,3,3,3,3,2,3,3,4,1,1,,,,,,1,,3,4,1,1,8,1,2,2,2,1,5,1,1,4,1,3,3,1,1,2,2,2,3,1,2,3,3,1,,,,,,2,,,,,,,,1,3,3,3,1,1,1,2,3,3,1,2,2,1,1,1,1,2,2,3,3,3,1,2,2,1,2,2,1,1,2,2,2,,,,,3,1,2,1,3,1,2,2,1,6,2,,1,2,2,1,1,1,1,1,4,2,,2,,2,4,1,9,5,1,1,3,0.39524652254150133
15700063,08-Oct-2024 19:12:18,08-Oct-2024 19:13:27,1,1,9,2,5,1,1,1,1,9,4,3,4,2,1,1,1,4,3,3,3,3,3,4,3,4,3,6,2,2,,,,,,1,,2,3,2,3,2,1,2,1,,2,5,4,4,5,4,3,4,1,1,3,3,3,3,3,3,3,,1,,,,,,1,1,1,1,1,1,1,1,,,,,,2,3,99,2,2,1,2,2,2,1,1,1,1,2,6,,2,2,3,2,1,2,1,2,1,2,2,2,,,,,1,3,4,1,4,2,2,2,1,5,1,1,1,1,3,1,1,12,,3,6,4,1,,5,1,2,2,5,3,1,2,2,0.7110308529307633
15700064,11-Oct-2024 15:19:49,11-Oct-2024 15:37:30,1,1,9,1,2,1,1,1,1,9,5,5,4,2,2,1,2,6,4,3,4,4,4,2,4,4,3,6,1,1,3,1,1,1,1,1,,3,4,4,4,3,1,1,1,,1,5,5,5,5,3,2,4,1,2,2,2,2,3,3,3,2,,1,,,,,,2,,,,,,,,1,3,3,2,1,2,2,3,2,4,1,2,3,2,1,2,1,2,2,5,3,2,1,1,2,2,2,2,2,2,2,1,3,,,,,1,1,1,1,2,2,1,1,3,2,2,,3,3,5,4,6,8,,4,4,3,1,,4,1,2,3,9,3,1,2,2,4.180697751954188
15700065,08-Oct-2024 20:28:45,08-Oct-2024 20:39:06,1,1,9,2,3,1,1,1,1,3,5,2,4,1,1,2,1,3,2,2,4,3,2,3,2,3,2,2,3,2,3,1,1,3,1,1,,3,4,2,2,2,2,5,,,4,,,,,,,,2,2,1,1,2,1,1,3,3,3,2,,5,,,,2,,,,,,,,2,3,1,2,3,2,2,3,3,3,2,4,4,2,2,1,2,1,1,4,3,3,2,5,,,,,,,,,,1,1,3,3,3,3,3,1,1,2,2,1,2,3,1,8,1,1,3,1,2,12,,3,5,3,1,,4,1,2,1,4,3,2,2,2,1.7671056248700152
15700066,08-Oct-2024 15:03:44,08-Oct-2024 15:25:08,1,1,9,1,3,1,2,2,3,5,4,2,4,2,1,1,1,5,2,2,4,2,2,2,3,2,3,4,2,3,1,1,2,1,2,1,,3,2,3,2,2,2,5,,,2,,,,,,,,2,1,2,2,2,2,2,2,3,1,2,,4,,,,1,1,1,1,2,2,2,2,,,,,,3,1,2,2,2,1,3,3,1,1,1,1,1,1,3,4,2,2,2,1,1,1,1,1,1,1,2,2,,,,,1,1,2,1,2,1,1,1,2,3,2,,1,1,1,1,2,12,,3,6,2,,2,,2,4,1,4,5,1,2,2,2.358258246961932
15700067,08-Oct-2024 18:14:22,08-Oct-2024 18:22:31,1,1,9,2,5,1,1,1,4,6,5,2,5,2,2,1,2,1,2,,,,,,,,,,,,,,,,,3,,3,4,6,7,2,1,5,3,,3,,,,,,,,1,1,,,,,,,,,2,,,,4,,1,1,3,3,3,1,3,2,,,,,,1,2,4,1,2,1,4,3,1,1,2,2,1,1,4,5,2,2,5,,,,,,,,,,3,1,1,,,1,,1,3,2,2,2,1,5,2,,1,2,2,1,1,1,1,1,4,3,1,,4,1,2,1,9,3,2,2,3,0.6233692258388474
15700068,08-Oct-2024 23:22:53,08-Oct-2024 23:52:45,3,1,9,3,6,2,1,1,1,5,5,5,5,2,1,1,2,4,3,5,5,5,4,3,2,4,3,4,5,5,1,1,1,3,1,1,,3,3,2,3,3,2,5,,,1,,,,,,,,2,2,2,2,2,4,3,3,2,2,2,,,,,1,1,3,3,3,1,3,3,2,,,,,,2,2,2,3,4,2,4,3,2,2,1,1,2,2,5,3,2,1,3,2,1,1,2,1,1,2,3,4,,,,,3,3,4,1,3,1,3,1,1,6,2,,1,3,5,1,6,12,,3,4,4,1,,3,1,1,3,1,2,2,2,1,0.6293573362050671
15700069,11-Oct-2024 01:39:06,11-Oct-2024 01:47:55,1,1,9,4,5,1,2,2,4,2,5,1,2,2,2,1,2,4,1,,,,,,,,,,,,,,,,,1,3,3,1,2,2,2,2,5,,,3,,,,,,,,4,,,,,,,,,,2,,,,4,,2,,,,,,,,3,3,3,3,1,1,1,1,1,3,1,1,1,1,2,2,2,1,2,5,5,4,3,,,,,,,,,,,,,,,,1,,1,3,2,4,2,1,5,2,,4,3,5,4,1,2,2,2,2,2,,2,,2,4,1,7,5,1,1,2,0.4819453356521601
15700070,08-Oct-2024 20:33:07,08-Oct-2024 20:47:03,1,1,9,3,6,1,1,1,1,3,5,1,5,2,1,1,1,6,3,4,3,5,5,3,3,4,3,3,3,3,,,,,,1,,3,4,2,3,2,1,5,4,1,2,,3,4,2,3,3,3,1,1,3,3,2,3,3,2,3,3,1,,,,,,2,,,,,,,,2,2,3,1,3,1,1,3,3,3,2,1,3,1,2,1,1,1,1,5,3,3,2,5,,,,,,,,,,1,3,3,3,3,1,2,1,4,2,3,1,1,6,2,,1,1,1,1,1,1,1,1,4,3,2,,3,2,3,1,9,3,1,1,3,0.41083888598722557
15700071,12-Oct-2024 20:16:35,12-Oct-2024 20:35:08,1,1,9,2,3,1,2,3,1,1,2,4,4,2,2,1,1,6,4,3,3,4,3,5,5,4,3,1,3,4,,,,,,2,,3,4,4,4,2,2,4,,,2,,,,,,,,2,1,1,1,1,1,1,1,1,3,1,,,,,,2,,,,,,,,3,2,2,2,2,1,1,2,2,3,1,2,2,2,2,1,1,1,1,2,,1,2,3,1,1,2,1,1,2,1,2,2,,,,,3,1,3,1,4,1,2,1,2,3,1,8,1,1,3,1,2,10,,3,5,2,,1,,2,4,1,3,4,1,2,1,0.6006694280271322
15700072,08-Oct-2024 15:31:30,08-Oct-2024 15:47:20,1,1,9,2,6,1,1,99,3,8,3,2,5,2,1,1,1,5,3,2,3,3,2,1,2,2,2,3,2,3,,,,,,1,,3,4,2,2,2,1,3,3,1,2,1,3,4,4,2,3,3,1,1,3,3,1,1,1,3,3,1,1,,,,,,1,1,3,3,1,3,3,1,,,,,,1,1,2,3,3,1,3,2,2,1,1,1,1,2,5,3,3,2,5,,,,,,,,,,1,3,3,3,1,1,1,1,1,2,2,2,1,6,2,,1,1,1,1,1,10,,3,6,3,2,,4,2,3,1,9,3,1,1,3,0.3251356917523522
15700073,08-Oct-2024 21:30:24,08-Oct-2024 21:43:38,1,1,9,1,6,1,1,1,3,5,4,1,4,2,1,1,1,6,2,3,3,3,2,3,2,2,2,3,3,2,,,,,,1,,3,3,1,2,2,1,6,3,1,2,2,1,1,4,1,3,4,1,2,2,2,2,3,3,2,3,1,2,,,,,4,1,1,2,2,3,1,3,2,,,,,,1,2,2,3,3,3,3,5,2,2,2,1,1,1,4,3,2,2,3,2,2,1,2,1,2,1,3,3,,,,,1,1,2,1,3,2,1,1,1,6,2,,1,1,1,1,2,10,,3,6,2,,2,,2,4,1,6,5,1,1,2,0.9253175855298961
